BCR,NSR,SDR
0.654533222383351,0.606099883203987,2.5015181332581
0.642672658604488,0.593104855602282,2.53390459500258
0.46445977268502,0.414211060225932,3.13836429769081
0.484986008418492,0.434012884670594,3.05448212169981
1.17233641173569,1.11289155681579,1.74189165009792
1.15011694543517,1.09021492280772,1.75730775003982
0.95435917767504,0.881979386692336,1.82880728241712
0.987202886474887,0.913652167719131,1.80053783961125
2.60617606237037,2.53733142579218,1.3364290290373
2.58350969244698,2.5156900731476,1.33889602376771
0.787842905090257,0.728719495082901,1.94484751227183
0.786093071017455,0.726644321327739,1.95467413408626
1.65943368242015,1.57722315193988,1.33755802168775
1.69469111013049,1.61123821425941,1.33061969345686
3.46558345061726,3.40249381549553,1.12784271853012
3.47744210851993,3.41870878949235,1.12736470071432
2.07888133260693,2.03748193866666,1.49019739318631
2.05764938903076,2.01743766421158,1.49475870288957
1.31138367394083,1.2653022499836,1.66626033175292
1.32078420733335,1.27532960797379,1.66117275952268
1.56659894807579,1.48986957804848,1.46447864107169
1.57863108414668,1.50150739169294,1.46113021644599
0.364796635839517,0.342589743914594,3.91745910226699
0.363241347757501,0.341841949079604,3.92358069288298
0.799377061790668,0.743971857002005,1.71377313208111
0.798391147270842,0.741569757109714,1.72049776124481
2.26341187924207,2.2017234651559,1.44264133138806
2.23788334243567,2.17676428056047,1.44768825007281
1.55870716092489,1.51155233661535,1.59311372236273
1.54768729357873,1.50059776702997,1.59741301517202
0.747509459227263,0.702383820204821,2.26503830386337
0.78336476475855,0.738016581217706,2.20395584184369
0.976652628359594,0.952932202978955,2.04716217361784
0.99476141208564,0.9699656467839,2.02914119681004
1.04183273622048,1.01136073685858,1.97953671554733
1.0408654089794,1.00994306052155,1.98083750083454
0.351570962360429,0.323333156257258,3.59427859371021
0.370269821402823,0.342905465398968,3.44897736101384
0.249173570406334,0.23196144664532,5.1657473235201
0.253798458753929,0.236510565055369,5.09221244607409
0.353553411116805,0.322204013868268,3.9068555457696
0.35508166017432,0.323232009752123,3.89775639559925
0.920108005297329,0.891418923048641,2.08117584021661
0.902010872364463,0.872804980984333,2.10350899905301
0.324075643082191,0.298743567386308,4.05833378208536
0.318445024435074,0.292855568473045,4.12245795142777
5.3842248720816,5.30727958765572,1.08120283756854
5.37754208773655,5.30215804378333,1.08117026013039
