BCR,NSR,SDR
0.672719474032845,0.601273263938964,2.51247298807406
0.628505883665629,0.5574965003223,2.63141526677257
0.5875052838061,0.513802460530557,2.74116906326739
0.647010200571428,0.575851878657107,2.55376896311286
1.1924025468865,1.11558527852688,1.74068269529465
1.30838903919637,1.23076176952861,1.67184048430231
1.06205965226227,0.966900483900009,1.75682566520662
1.09852970624177,1.00258396539871,1.73004543855241
2.68156421280311,2.59693834657369,1.32921651715671
2.70131468722734,2.62094931510624,1.32676086974986
0.954892818452365,0.872386094024904,1.80407862277661
0.952089702906274,0.874439634718464,1.79985468543815
1.75080923816124,1.65771491768304,1.32161166356555
1.67204600344447,1.56806060157625,1.33969190950967
3.53777873568882,3.46722358573324,1.12573169041933
3.58897568229795,3.52138023554576,1.12385431305475
2.05703549357506,1.99237507259565,1.50067736821468
2.10936278081629,2.04959140974299,1.48724955037658
1.37606100328405,1.31205864514087,1.64120032018672
1.3271831645159,1.26079514403325,1.66638827451081
1.56426529572453,1.47307599790335,1.47045661896548
1.69852248117439,1.60726060487916,1.43199907208766
0.46422737984216,0.417580996698121,3.39346361287789
0.489164480309364,0.444488328449639,3.24864030534601
0.877622270651408,0.799079225417661,1.6984317669508
0.77346086824798,0.699452249937153,1.7417440526719
2.29787578725667,2.22269185525236,1.43832697959962
2.27233123521688,2.19678973702701,1.44352597216341
1.49904875714162,1.43071384246966,1.62599299393944
1.59554769952846,1.528172852668,1.58664213595799
0.839564868793553,0.773671366174487,2.14923490096841
0.765838159255801,0.696920197260067,2.27524283459796
0.975680860020325,0.92854128534515,2.0747662601838
0.999190072065433,0.9527170317358,2.04768357272224
1.1311525632578,1.07847706139207,1.92005552848814
1.11806781711222,1.06520194086153,1.93025340431233
0.495429592173054,0.44682595458608,2.92007917019342
0.452080507579503,0.402858437390865,3.11743441285524
0.423906397518808,0.379263006719921,3.59861104991333
0.388462964552157,0.343950441963159,3.86264170559054
0.453075588969861,0.400200835909988,3.34208567144651
0.496420766224459,0.444398966359123,3.10919875867359
0.945069147296612,0.890236464240816,2.08243241130074
0.829535969271167,0.780065203012859,2.23388984883807
0.473427146408173,0.424392051318962,3.18658855832628
0.464791857685741,0.41388917180943,3.23866110538948
5.37579251694935,5.26847111995076,1.08115924664138
5.35805025641195,5.28399710675489,1.08121431860192
